,movie,year,imdb,metascore,votes,descriptions,n_imdb
2867,Focus,2015,6.6,56,190467,"
    In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",66.0
2868,The Intern,2015,7.1,51,189696,"
    Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",71.0
2869,Everest,2015,7.1,64,179782,"
    The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.",71.0
2870,The Lobster,2015,7.1,82,179102,"
    In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",71.0
2871,Jupiter Ascending,2015,5.3,40,165246,"
    A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.",53.0
2872,Straight Outta Compton,2015,7.9,72,163939,"
    The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",79.0
2873,Ted 2,2015,6.3,48,163739,"
    Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",63.0
2874,Tomorrowland,2015,6.4,60,160392,"
    Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",64.0
2875,Black Mass,2015,6.9,68,154785,"
    The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",69.0
2876,The Witch,2015,6.8,83,150601,"
    A family in 1630s New England is torn apart by the forces of witchcraft, black magic, and possession.",68.0
2877,The Danish Girl,2015,7.1,66,145339,"
    A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.",71.0
2878,Cinderella,2015,6.9,67,140570,"
    When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",69.0
2879,Fantastic Four,2015,4.3,27,138851,"
    Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.",43.0
2880,Steve Jobs,2015,7.2,82,137529,"
    Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",72.0
2881,The Age of Adaline,2015,7.2,51,137478,"
    A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",72.0
2882,Legend,2015,7.0,55,137293,"
    Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.",70.0
2883,Star Wars: Episode VII - The Force Awakens,2015,8.0,81,777322,"
    Three decades after the Empire's defeat, a new threat arises in the militant First Order. Defected stormtrooper Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker.",80.0
2884,Mad Max: Fury Road,2015,8.1,90,770573,"
    In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",81.0
2885,The Martian,2015,8.0,80,670525,"
    An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",80.0
2886,Avengers: Age of Ultron,2015,7.3,66,642156,"
    When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",73.0
2887,The Revenant,2015,8.0,76,611606,"
    A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.",80.0
2888,Jurassic World,2015,7.0,59,533851,"
    A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",70.0
2889,Inside Out,2015,8.2,94,527864,"
    After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",82.0
2890,Ant-Man,2015,7.3,64,484825,"
    Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",73.0
2891,The Hateful Eight,2015,7.8,68,427031,"
    In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",78.0
2892,Spotlight,2015,8.1,93,359817,"
    The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",81.0
2893,Spectre,2015,6.8,60,349599,"
    A cryptic message from 007's past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement in previous events of his most dangerous missions.",68.0
2894,Furious 7,2015,7.2,67,332631,"
    Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.",72.0
2895,Sicario,2015,7.6,82,324326,"
    An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.",76.0
2896,Room,2015,8.2,86,310979,"
    Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",82.0
2897,Mission: Impossible - Rogue Nation,2015,7.4,75,308287,"
    Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",74.0
2898,The Big Short,2015,7.8,81,305019,"
    In 2006-7 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.",78.0
2899,Fifty Shades of Grey,2015,4.1,46,276756,"
    Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",41.0
2900,Bridge of Spies,2015,7.6,81,260677,"
    During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",76.0
2901,The Hunger Games: Mockingjay - Part 2,2015,6.6,65,248549,"
    Katniss and a team of rebels from District 13 prepare for the final battle that will decide the future of Panem.",66.0
2902,The Man from U.N.C.L.E.,2015,7.3,56,238155,"
    In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",73.0
2903,Terminator Genisys,2015,6.4,38,231650,"
    When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",64.0
2904,Creed,2015,7.6,82,221350,"
    The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",76.0
2905,Spy,2015,7.0,75,212454,"
    A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",70.0
2906,Chappie,2015,6.8,41,212131,"
    In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",68.0
2907,Maze Runner: The Scorch Trials,2015,6.3,43,198779,"
    After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",63.0
2908,Southpaw,2015,7.4,57,198160,"
    A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.",74.0
2909,Insurgent,2015,6.2,42,197781,"
    Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.",62.0
